"","ko_id","X","P14_x100_t0","P16_x100_t0","P03_x100_t0","P08_x100_t0","P10_x50_t0","P13_x50_t0","P09_x50_t0","P14_x100_t168","P16_x100_t168","P03_x100_t168","P08_x100_t168","P10_x50_t168","P13_x50_t168","P04_x50_t168","P09_x50_t168","P14_x100_t24","P16_x100_t24","P03_x100_t24","P08_x100_t24","P10_x50_t24","P13_x50_t24","P04_x50_t24","P09_x50_t24","P14_x100_t3","P16_x100_t3","P03_x100_t3","P08_x100_t3","P10_x50_t3","P04_x50_t3","P09_x50_t3","P14_x100_t48","P16_x100_t48","P03_x100_t48","P08_x100_t48","P10_x50_t48","P13_x50_t48","P04_x50_t48","P09_x50_t48","P14_x100_t72","P16_x100_t72","P03_x100_t72","P08_x100_t72","P10_x50_t72","P13_x50_t72","P04_x50_t72","P09_x50_t72","P13_x50_t3","Level1","Level2","Level3","Level4"
"1083","K01938",1083,7,0,0,2,1,4,2,100,66,155,154,13,142,69,145,285,847,603,494,335,166,464,125,68,125,96,0,140,118,221,212,288,238,289,127,192,219,249,137,152,260,117,95,131,171,26,158," 09100 Metabolism","  09102 Energy metabolism","   00720 Carbon fixation pathways in prokaryotes","    K01938  fhs; formate--tetrahydrofolate ligase"
"1084","K01939",1084,172,112,60,90,101,227,122,741,1398,2086,2184,1664,1874,612,2125,4120,9416,6971,5991,5503,1846,5100,3753,2103,3702,2944,0,3236,4514,5405,3054,3572,3061,3711,3044,3135,3934,4308,1990,2352,5136,3306,2065,1992,2522,1197,2768," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K01939  purA, ADSS; adenylosuccinate synthase"
"1085","K01940",1085,117,83,54,70,54,166,160,652,820,1530,1639,1171,1270,566,1483,3277,9450,4498,4094,4310,1060,3702,2552,1806,1365,1500,0,2958,3122,3296,1976,2704,2808,3145,2815,2230,3633,3212,1537,1748,5374,2333,1637,1621,1896,587,1930," 09100 Metabolism","  09105 Amino acid metabolism","   00250 Alanine, aspartate and glutamate metabolism","    K01940  argG, ASS1; argininosuccinate synthase"
"1086","K01941",1086,1,2,0,2,0,2,3,44,7,59,46,87,38,5,21,21,1250,194,56,43,16,140,50,7,0,9,0,13,49,20,4,31,45,64,62,48,43,96,26,39,77,110,23,13,16,1,19," 09100 Metabolism","  09105 Amino acid metabolism","   00220 Arginine biosynthesis","    K01941  E6.3.4.6; urea carboxylase"
"1087","K01945",1087,68,51,33,42,47,65,53,235,292,602,617,556,525,271,680,901,1959,1619,1189,1206,340,1530,770,367,438,379,0,540,667,813,747,1122,772,894,629,750,1125,1206,532,634,1261,800,401,598,749,262,422," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K01945  purD; phosphoribosylamine---glycine ligase"
"1088","K01949",1088,0,0,0,0,0,0,0,0,6,6,4,0,1,0,4,35,4,21,26,12,8,7,10,7,0,8,0,4,6,5,6,5,16,32,14,27,30,45,19,7,19,18,14,8,18,2,0," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K01949  gmaS; glutamate---methylamine ligase"
"1089","K01950",1089,29,35,42,43,37,46,48,97,113,328,315,143,275,130,313,434,432,424,624,563,158,342,449,229,96,174,0,220,237,389,385,501,341,448,437,346,627,564,263,300,778,462,263,277,320,143,212," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00760 Nicotinate and nicotinamide metabolism","    K01950  E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing)"
"1090","K01951",1090,151,101,77,101,136,209,215,812,1054,1679,1788,1271,1393,714,1973,3485,7602,5163,4453,4650,1410,3914,3258,1991,2594,2550,0,2272,4008,4710,2678,2986,2696,2846,2547,2616,3907,3800,1652,1944,4636,2886,1656,1588,1916,758,2257," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K01951  guaA, GMPS; GMP synthase (glutamine-hydrolysing)"
"1091","K01952",1091,3,5,2,1,2,6,3,32,141,180,191,148,156,68,190,225,391,229,382,286,108,300,202,170,148,159,0,226,289,388,247,367,251,335,227,265,387,296,118,337,708,352,120,202,280,90,216," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K01952  PFAS, purL; phosphoribosylformylglycinamidine synthase"
"1092","K01953",1092,218,128,169,189,126,263,270,862,1052,2239,2287,1762,2018,1120,2186,4399,9334,5827,5007,6232,1707,4475,3114,1417,2640,1807,0,2287,3346,3885,4386,9197,8924,7395,7979,4473,8225,6075,2325,4675,10343,5326,3615,2449,5821,1881,2061," 09100 Metabolism","  09105 Amino acid metabolism","   00250 Alanine, aspartate and glutamate metabolism","    K01953  asnB, ASNS; asparagine synthase (glutamine-hydrolysing)"
"1093","K01955",1093,13,15,15,20,9,31,23,185,203,498,427,365,329,171,429,752,1281,1150,729,916,324,812,380,405,312,336,0,590,491,628,557,711,611,627,650,612,961,710,391,494,1088,574,422,472,523,168,437," 09100 Metabolism","  09104 Nucleotide metabolism","   00240 Pyrimidine metabolism","    K01955  carB, CPA2; carbamoyl-phosphate synthase large subunit"
"1094","K01956",1094,61,8,25,26,50,78,51,326,348,712,849,449,855,240,768,1660,3073,2176,1937,2302,526,1743,1323,864,896,816,0,1333,1303,1503,1014,1632,1203,1336,1164,1218,1991,1408,708,1066,1908,1065,891,749,1062,273,989," 09100 Metabolism","  09104 Nucleotide metabolism","   00240 Pyrimidine metabolism","    K01956  carA, CPA1; carbamoyl-phosphate synthase small subunit"
"1095","K01958",1095,29,14,22,32,20,51,55,164,213,447,505,341,394,159,437,1197,9355,3748,1974,2040,710,2887,1883,553,776,672,0,1005,1538,1012,747,1182,1135,1187,828,1004,1316,943,403,497,1432,757,344,495,857,142,628," 09100 Metabolism","  09101 Carbohydrate metabolism","   00020 Citrate cycle (TCA cycle)","    K01958  PC, pyc; pyruvate carboxylase"
"1096","K01961",1096,17,3,2,3,10,13,2,276,390,749,622,302,551,204,506,853,11428,4299,1912,1866,643,3690,1000,202,997,822,0,1087,1126,989,790,1121,1349,1246,992,1117,1265,803,505,709,1663,797,504,762,752,194,764," 09100 Metabolism","  09101 Carbohydrate metabolism","   00620 Pyruvate metabolism","    K01961  accC; acetyl-CoA carboxylase, biotin carboxylase subunit"
"1097","K01962",1097,47,12,26,43,13,26,27,396,346,637,640,356,539,229,637,973,3203,1805,1258,1108,494,1466,706,360,373,387,0,664,660,591,964,1247,1068,1011,998,784,1320,1133,601,829,1661,834,669,624,675,292,488," 09100 Metabolism","  09101 Carbohydrate metabolism","   00620 Pyruvate metabolism","    K01962  accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha"
"1098","K01963",1098,24,28,32,15,32,46,9,563,610,952,1014,735,938,286,1055,1311,7007,2757,1896,2013,472,2291,901,525,752,539,0,1216,996,878,1255,1807,1374,1471,1213,1353,1644,1618,929,1115,2427,1360,882,1080,1124,335,743," 09100 Metabolism","  09101 Carbohydrate metabolism","   00620 Pyruvate metabolism","    K01963  accD; acetyl-CoA carboxylase carboxyl transferase subunit beta"
"1099","K01965",1099,0,3,0,0,0,5,0,21,30,10,52,1,64,4,81,107,87,152,142,69,32,84,86,31,32,30,0,74,49,54,70,113,67,78,42,74,150,107,72,31,109,64,16,83,47,48,59," 09100 Metabolism","  09101 Carbohydrate metabolism","   00630 Glyoxylate and dicarboxylate metabolism","    K01965  PCCA, pccA; propionyl-CoA carboxylase alpha chain"
"1100","K01966",1100,45,38,23,31,31,62,55,442,518,1287,1249,737,974,359,853,1258,3174,1537,1377,1333,498,1336,1004,383,226,312,0,734,508,723,1171,1477,1384,1252,971,1580,1905,1596,996,1251,2676,1370,865,1105,951,463,498," 09100 Metabolism","  09101 Carbohydrate metabolism","   00630 Glyoxylate and dicarboxylate metabolism","    K01966  PCCB, pccB; propionyl-CoA carboxylase beta chain"
"1101","K01968",1101,2,0,3,3,1,1,4,39,50,62,71,39,65,9,43,90,184,94,104,141,71,112,51,71,71,42,0,93,80,115,105,135,109,122,49,82,263,170,70,71,256,118,42,119,64,21,64," 09100 Metabolism","  09105 Amino acid metabolism","   00280 Valine, leucine and isoleucine degradation","    K01968  MCCC1, accA1; 3-methylcrotonyl-CoA carboxylase alpha subunit"
"1102","K01969",1102,32,9,33,35,22,35,29,305,240,418,440,235,396,113,535,558,905,689,735,718,351,496,738,600,539,493,0,664,681,1665,628,650,534,572,519,527,720,714,310,366,1041,528,326,392,717,189,634," 09100 Metabolism","  09105 Amino acid metabolism","   00280 Valine, leucine and isoleucine degradation","    K01969  MCCC2, accD1; 3-methylcrotonyl-CoA carboxylase beta subunit"
"1103","K01970",1103,7,2,0,2,3,9,1,8,8,48,43,55,47,28,36,137,120,74,154,86,78,73,167,78,21,8,0,67,55,15,107,70,99,79,153,87,101,163,16,57,113,128,40,79,101,32,37," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K01970  accD2; acyl-CoA carboxylase subunit beta"
"1104","K01971",1104,314,213,251,256,210,432,289,741,916,1374,1515,1185,1355,574,1657,2444,1822,2521,2642,3076,999,1780,1935,1103,626,636,0,1148,1137,1787,1674,1767,1947,2077,2425,1995,3211,2865,1499,1469,3447,1995,1356,1215,1857,696,1112," 09120 Genetic Information Processing","  09124 Replication and repair","   03450 Non-homologous end-joining","    K01971  ligD; bifunctional non-homologous end joining protein LigD"
"1105","K01972",1105,63,65,49,56,56,177,99,421,468,1024,834,641,822,317,916,1599,2874,2024,1768,1720,629,1367,1060,720,752,649,0,916,1166,1516,1113,1467,1214,1427,1316,1123,1995,1898,881,1107,2145,1400,979,834,1077,524,760," 09120 Genetic Information Processing","  09124 Replication and repair","   03030 DNA replication","    K01972  E6.5.1.2, ligA, ligB; DNA ligase (NAD+)"
"1106","K01974",1106,9,1,17,7,0,14,15,49,20,58,34,15,37,16,58,32,15,18,13,26,9,19,31,21,19,7,0,18,10,27,78,80,31,44,35,16,91,44,9,53,41,31,44,38,47,3,10," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K01974  RTCA, rtcA; RNA 3'-terminal phosphate cyclase (ATP)"
"1107","K01975",1107,14,10,2,3,5,17,8,46,82,168,132,157,153,41,95,226,824,516,447,517,115,404,329,106,86,66,0,225,127,171,220,203,267,233,113,155,247,296,129,137,374,209,103,115,177,38,120," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03016 Transfer RNA biogenesis","    K01975  thpR; RNA 2',3'-cyclic 3'-phosphodiesterase"
"1108","K01989",1108,62,34,27,63,32,59,52,650,525,798,1126,1015,918,381,1083,1092,5034,1378,1203,1512,342,865,814,545,589,603,0,2497,1201,852,901,1125,988,1126,971,948,1127,1168,740,687,1383,1260,890,739,916,318,894," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K01989  K01989; putative tryptophan/tyrosine transport system substrate-binding protein"
"1109","K01990",1109,368,240,284,246,242,534,414,1957,2412,4704,4430,3326,4456,1752,4965,6601,7182,7101,7738,8419,2314,5073,6841,3427,1869,2034,0,3808,3684,5313,4820,6491,5900,5599,5275,5628,8648,7220,4137,4494,11825,6075,4203,3719,4799,1843,2879," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K01990  ABC-2.A; ABC-2 type transport system ATP-binding protein"
"1110","K01991",1110,8,20,5,9,4,47,19,518,634,962,965,768,924,397,927,1179,805,1135,1437,1885,433,908,610,419,231,239,0,449,455,480,879,1592,1300,1327,1092,993,1431,1374,877,988,2258,1246,954,997,1299,367,357," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K01991  wza, gfcE; polysaccharide biosynthesis/export protein"
"1111","K01992",1111,100,65,79,70,59,155,91,598,634,1274,1120,1355,1208,504,1294,2025,4774,3065,2779,2538,668,2174,2009,995,773,632,0,1452,1080,1740,1422,2094,1871,1822,2223,1790,2436,2232,1251,1187,3251,1710,1062,1178,1504,597,965," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K01992  ABC-2.P; ABC-2 type transport system permease protein"
"1112","K01993",1112,0,4,0,0,0,0,0,36,39,120,23,0,106,22,8,2,3,10,40,18,6,10,41,0,10,5,0,0,1,14,4,10,9,23,8,10,12,21,14,18,8,20,0,9,32,9,17," 09190 Not Included in Pathway or Brite","  09193 Unclassified: signaling and cellular processes","   99992 Structural proteins","    K01993  ABC-2.TX; HlyD family secretion protein"
"1113","K01994",1113,0,0,0,3,0,0,2,96,240,424,130,494,116,208,539,91,220,1026,216,336,243,159,0,0,8,5,0,0,3,26,5527,22807,25950,24487,18560,7685,15038,18316,797,4343,8977,3612,2414,1879,3981,2555,7," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03000 Transcription factors","    K01994  gerE; LuxR family transcriptional regulator, transcriptional regulator of spore coat protein"
"1114","K01995",1114,72,40,51,41,59,96,76,1189,1336,2325,2880,2017,2245,874,2447,4441,4862,4934,5560,5517,1581,3259,3653,1271,740,737,0,2317,1544,1612,3255,4841,3904,3944,3732,3835,5068,4883,2453,2547,6396,4400,2573,2225,3292,1443,1168," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K01995  livG; branched-chain amino acid transport system ATP-binding protein"
"1115","K01996",1115,93,42,45,57,46,106,84,867,888,1579,1861,1138,1356,596,1654,3310,4107,3699,3908,3783,1092,2268,2925,815,663,548,0,1470,875,1391,2299,3106,2906,3119,2579,2813,3564,3365,1941,1960,4831,2768,1803,1617,2076,920,918," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K01996  livF; branched-chain amino acid transport system ATP-binding protein"
"1116","K01997",1116,144,56,81,75,96,154,149,2186,2531,4597,5037,3372,4301,1814,4783,10276,10582,9999,11273,9999,3590,6128,8934,2325,1726,1388,0,4035,2595,3342,6376,7975,7077,7594,6918,7576,10332,9112,5035,5262,11565,7363,4228,4413,5826,2112,2121," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K01997  livH; branched-chain amino acid transport system permease protein"
"1117","K01998",1117,82,34,61,59,32,105,111,1577,1852,2864,3237,2283,2709,1109,2843,5683,6589,6417,6919,6864,1753,4159,5607,1692,1577,1212,0,3876,2179,2344,3932,5224,4267,4826,4358,4761,6853,6011,2947,3361,7525,4813,2643,2705,3585,1535,1797," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K01998  livM; branched-chain amino acid transport system permease protein"
"1118","K01999",1118,507,277,283,321,197,696,444,12682,14264,25466,27866,21065,24410,9248,25102,53139,68744,57749,65433,65884,21747,34038,37372,10883,7000,6386,0,19234,11198,13290,37351,52928,44002,45797,44189,45731,55669,55434,29480,32006,68001,42576,28498,26523,34942,12805,10923," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K01999  livK; branched-chain amino acid transport system substrate-binding protein"
"1119","K02000",1119,24,13,33,46,16,88,69,163,130,439,425,358,352,252,360,1141,1071,1686,1432,1530,260,948,847,784,235,230,0,679,498,762,778,599,1007,732,613,606,1207,698,445,460,1325,385,431,406,1026,230,425," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02000  proV; glycine betaine/proline transport system ATP-binding protein"
"1120","K02001",1120,36,9,25,28,9,40,29,238,262,525,338,236,306,162,452,1033,593,1088,1075,987,627,577,953,209,43,63,0,127,172,231,645,647,837,609,696,871,1037,911,444,326,984,510,291,382,487,185,125," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02001  proW; glycine betaine/proline transport system permease protein"
"1121","K02002",1121,24,26,44,28,27,68,67,781,727,1596,1455,1454,1422,600,1263,1844,1468,1513,2008,2092,846,1152,867,493,143,200,0,432,304,705,1774,1557,2302,1447,1844,1635,2243,2113,1556,1077,2905,1401,1395,1185,1554,594,357," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02002  proX; glycine betaine/proline transport system substrate-binding protein"
"1122","K02003",1122,169,95,77,71,99,193,123,2060,2202,4529,4213,3210,3763,1842,4108,5189,2531,4243,5353,5157,1642,3498,2844,2626,1297,1468,0,2339,2390,3366,4985,4351,4440,4178,4373,4688,6503,5008,3579,3177,8807,4543,3509,3526,4966,1387,1953," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02003  ABC.CD.A; putative ABC transport system ATP-binding protein"
"1123","K02004",1123,279,142,205,187,183,311,200,4648,5402,10226,9007,6875,8093,3860,9474,10984,4818,8762,9784,10592,3278,7171,7228,5147,2405,2353,0,4578,4952,6109,10120,10119,9697,8771,9735,9270,17020,11559,8854,7785,18304,10445,7548,7209,12278,3195,3178," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02004  ABC.CD.P; putative ABC transport system permease protein"
"1124","K02005",1124,11,26,18,18,13,24,17,414,487,948,923,668,784,392,666,1480,869,1433,1415,1682,459,1319,677,1305,884,1107,0,1879,1744,1940,1041,1228,1335,956,1035,1241,1755,1380,832,894,1907,1029,1002,845,1157,371,1236," 09190 Not Included in Pathway or Brite","  09193 Unclassified: signaling and cellular processes","   99992 Structural proteins","    K02005  ABC.CD.TX; HlyD family secretion protein"
"1125","K02006",1125,2,1,0,2,2,4,4,0,9,10,17,1,22,3,18,48,17,71,46,74,10,35,84,33,15,24,0,62,38,57,28,24,30,16,11,46,148,35,21,23,94,48,30,14,1,16,35," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02006  cbiO; cobalt/nickel transport system ATP-binding protein"
"1126","K02007",1126,16,19,0,15,1,20,10,43,55,84,39,14,71,36,62,210,183,161,170,191,69,134,103,130,87,79,0,73,130,148,132,86,98,111,86,91,222,109,64,93,110,126,49,69,85,47,96," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02007  cbiM; cobalt/nickel transport system permease protein"
"1127","K02008",1127,1,0,0,2,4,4,0,6,2,25,10,0,12,18,3,39,0,15,20,28,16,23,58,11,4,3,0,14,16,34,32,45,8,18,16,22,18,37,6,10,43,13,21,5,21,6,13," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02008  cbiQ; cobalt/nickel transport system permease protein"
"1128","K02009",1128,0,0,0,0,0,0,1,5,0,4,3,0,0,0,0,3,0,6,4,15,0,6,36,14,2,8,0,8,0,5,2,0,0,0,0,1,6,5,1,7,10,0,10,2,0,0,6," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02009  cbiN; cobalt/nickel transport protein"
"1129","K02010",1129,0,0,13,3,7,4,10,26,63,135,148,175,118,79,103,271,116,251,397,326,112,150,234,107,26,62,0,68,72,108,145,322,225,218,130,146,314,250,97,145,444,224,90,92,150,59,52," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02010  afuC, fbpC; iron(III) transport system ATP-binding protein"
"1130","K02011",1130,13,3,19,12,5,32,20,145,150,173,282,123,173,99,181,585,328,619,697,713,160,409,591,396,145,210,0,422,434,499,292,547,420,362,412,303,744,327,251,273,643,308,213,192,352,64,286," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02011  afuB, fbpB; iron(III) transport system permease protein"
"1131","K02012",1131,12,10,2,12,13,15,30,399,405,801,765,493,603,291,834,1343,715,1198,1419,1585,313,894,865,454,240,326,0,571,599,448,868,1263,1093,1251,809,962,1375,1202,724,853,1516,1055,677,638,767,320,403," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02012  afuA, fbpA; iron(III) transport system substrate-binding protein"
"1132","K02013",1132,31,11,7,16,4,37,26,112,96,178,200,75,122,72,248,375,325,349,319,328,110,269,255,171,142,117,0,207,246,341,221,356,234,224,281,321,281,251,247,145,540,298,220,175,172,95,212," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02013  ABC.FEV.A; iron complex transport system ATP-binding protein"
"1133","K02014",1133,35,50,15,19,24,30,21,4092,6796,9689,10367,5865,11600,3445,9248,13298,8906,10010,11159,14967,5667,7957,5788,1024,767,586,0,1459,1465,1299,11050,24357,13575,13485,11647,18235,18778,14316,10599,12103,24820,11924,8706,10501,10122,3908,1183," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02014  TC.FEV.OM; iron complex outermembrane recepter protein"
"1134","K02015",1134,2,0,0,0,0,0,6,8,4,2,7,0,16,2,2,24,22,5,8,17,4,6,17,12,3,8,0,4,21,17,6,4,12,9,5,12,1,23,12,8,55,18,5,13,9,2,7," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02015  ABC.FEV.P; iron complex transport system permease protein"
"1135","K02016",1135,14,0,4,0,4,1,0,8,21,74,35,73,72,30,72,142,114,97,187,98,49,146,135,56,55,68,0,74,90,156,65,205,111,73,191,115,180,115,77,105,159,108,121,83,87,33,44," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02016  ABC.FEV.S; iron complex transport system substrate-binding protein"
"1136","K02017",1136,2,0,3,0,8,3,0,14,19,23,21,44,16,6,9,19,31,43,41,56,13,35,52,31,9,19,0,13,9,32,14,29,14,62,32,29,141,45,13,15,67,30,9,19,28,16,13," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02017  modC; molybdate transport system ATP-binding protein"
"1137","K02018",1137,16,2,4,2,10,13,13,55,22,70,79,6,47,59,82,80,47,81,80,133,22,52,69,50,35,12,0,58,31,61,95,58,100,78,59,79,189,99,69,69,86,54,81,60,61,53,20," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02018  modB; molybdate transport system permease protein"
"1138","K02019",1138,2,0,2,0,0,2,2,8,6,33,21,0,21,14,6,17,37,16,19,40,20,39,43,8,13,11,0,5,13,34,42,18,48,51,0,10,8,31,15,18,66,40,34,31,43,24,2," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03000 Transcription factors","    K02019  modE; molybdate transport system regulatory protein"
"1139","K02020",1139,22,4,17,14,11,42,60,376,256,335,348,246,397,123,265,490,244,512,638,480,123,349,371,176,131,140,0,259,266,338,492,431,417,389,348,417,556,568,319,326,584,477,308,264,242,153,221," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02020  modA; molybdate transport system substrate-binding protein"
"1140","K02021",1140,0,0,0,0,0,0,0,10,0,4,2,0,0,0,0,1,0,8,28,7,0,5,18,0,0,0,0,4,0,10,0,0,2,4,0,7,20,0,2,10,0,0,0,2,0,0,9," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02021  ABC.MR; putative ABC transport system ATP-binding protein"
"1141","K02024",1141,0,1,3,0,0,0,0,26,51,70,64,38,145,30,184,52,309,60,219,176,5,12,93,0,8,2,0,4,12,18,74,160,97,307,87,125,16,240,95,139,142,205,133,102,49,76,28," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02024  lamB; maltoporin"
"1142","K02025",1142,122,81,94,111,104,207,126,1418,1412,3141,3353,2787,3224,1261,3165,6336,4836,6171,6351,8803,2161,3529,6676,2272,951,1330,0,3069,2124,1993,3349,4716,4988,4725,5093,4836,6226,4964,2979,2940,8101,4350,3443,2680,4184,1226,1569," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02025  ABC.MS.P; multiple sugar transport system permease protein"
"1143","K02026",1143,83,68,84,156,126,159,192,755,763,1600,1691,1218,1543,698,1730,3743,2599,3562,3803,4949,1041,1986,3923,1145,494,585,0,1624,1147,1649,2132,2522,2758,2574,2777,2609,3590,2891,1565,1775,4598,2292,2116,1258,2454,642,974," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02026  ABC.MS.P1; multiple sugar transport system permease protein"
"1144","K02027",1144,422,341,396,501,711,775,617,2782,3176,6122,7223,5798,6649,2791,6245,11342,11089,11047,11306,14371,4245,7252,10946,5186,1853,2451,0,6509,3668,5015,6467,9047,9025,8172,8930,9047,9982,10270,5713,5197,13084,7864,6380,5315,7175,2987,3815," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02027  ABC.MS.S; multiple sugar transport system substrate-binding protein"
"1145","K02028",1145,16,10,7,24,39,44,52,270,347,670,570,475,495,296,608,1313,11671,3296,2228,2407,440,2563,1275,948,1811,2013,0,4344,4166,3155,809,1238,1415,1445,1014,1023,1965,1182,538,649,2051,1034,593,680,1129,274,2134," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02028  ABC.PA.A; polar amino acid transport system ATP-binding protein"
"1146","K02029",1146,33,13,15,24,20,42,35,282,335,647,566,461,464,153,638,1079,4105,2527,1924,2077,361,1585,1491,1283,1700,1753,0,3360,4038,3225,874,1275,1112,1059,885,833,1632,1170,518,550,1849,884,606,671,956,308,1986," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02029  ABC.PA.P; polar amino acid transport system permease protein"
"1147","K02030",1147,77,46,42,64,62,143,144,2173,2209,4015,4554,3266,4126,1648,4353,5906,9244,7199,6870,8172,2339,5305,4392,2953,3118,3183,0,6975,6560,5809,4132,5773,5203,5513,6050,5207,6942,5880,3922,3877,8757,5061,4305,3304,5324,1522,4535," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02030  ABC.PA.S; polar amino acid transport system substrate-binding protein"
"1148","K02031",1148,183,102,104,129,126,278,176,1720,1841,3205,3766,2315,3146,1081,3122,6075,7724,6514,6079,7279,2383,4247,4503,2356,1570,1454,0,3776,2684,3267,4063,5318,4562,4694,5198,5359,5701,5406,3208,2986,7115,4709,3084,2824,3939,1481,2439," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02024 Quorum sensing","    K02031  ddpD; peptide/nickel transport system ATP-binding protein"
"1149","K02032",1149,148,103,85,125,133,232,136,1674,1863,3174,3618,2689,3311,1301,3503,5668,7802,6667,5781,6886,1965,3635,4808,2216,956,1055,0,2783,2089,2846,3951,4799,4622,4590,4706,4695,6247,5077,3434,3444,8375,4701,3457,2680,4455,1578,1880," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02024 Quorum sensing","    K02032  ddpF; peptide/nickel transport system ATP-binding protein"
"1150","K02033",1150,183,81,125,130,111,266,156,2210,2227,3944,4582,3544,4241,1641,4237,7345,7222,7004,6558,8489,2683,3860,5252,2395,1260,1281,0,3557,2340,2618,4942,5658,5609,5128,6200,5925,7268,6014,4530,3644,8978,5559,4130,3393,4987,1818,1978," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02024 Quorum sensing","    K02033  ABC.PE.P; peptide/nickel transport system permease protein"
"1151","K02034",1151,222,66,78,136,174,290,225,2387,2292,4290,4650,3072,4593,1498,5053,8774,5625,7393,7989,9420,2610,4559,7929,2994,1527,1446,0,4475,2727,3488,5873,6320,6392,5759,6120,7225,8009,7583,4789,4177,9929,6574,4166,3725,5281,2032,2586," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02024 Quorum sensing","    K02034  ABC.PE.P1; peptide/nickel transport system permease protein"
"1152","K02035",1152,594,342,321,500,401,878,506,11210,11701,22923,25190,17965,21009,8358,22321,33220,44001,36892,33274,41290,11758,24809,24456,8211,3246,4018,0,12174,7374,8764,24330,28536,28399,25765,29937,28727,35134,29930,21839,20695,46278,27870,22123,17697,26240,9161,6900," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   02024 Quorum sensing","    K02035  ABC.PE.S; peptide/nickel transport system substrate-binding protein"
